role,title,company,city
business analyst,Business Analyst Payment / Zahlungsverkehr (m/w/d),Finanz Informatik GmbH & Co. KG,"Münster, Westfalen"
business analyst,Business Analyst Girocard Autorisierung (m/w/d),Finanz Informatik,"Münster, Westfalen"
business analyst,Business Analyst (m/w/d) Zahlungsverkehrssysteme,Continentale Krankenversicherung a.G.,Dortmund
business analyst,Senior Business Analyst Energiewirtschaft (m/w/d),YER,München
business analyst,B114-C04 Business Analyst (m/w/d),Jan Schreiner Private Arbeitsvermittlung Arbitex,"Nürnberg, Mittelfranken"
business analyst,Business Analyst Girocard Autorisierung (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt am Main
business analyst,Versicherungskaufmann/Versicherungskauffrau als Business Analyst (all genders),msg nexinsure ag,Köln
business analyst,Business Analyst Disposition (m/w/d),Finanz Informatik,Frankfurt am Main
business analyst,Technical Business Analyst (m/f/d),Riverty Group GmbH,Gütersloh
business analyst,IT-Business Analyst (m/w/d) für Selbstbedienungssysteme,DPS Engineering,Hamburg
business analyst,Business Analyst OSPlus Versicherungsprozesse (m/w/d),Finanz Informatik,Frankfurt am Main
business analyst,Business Analyst ORG/IT-Unterstützung (m/w/d),Finanz Informatik,"Münster, Westfalen"
business analyst,Business Analyst (m/w/d) im aufsichtsrechtlichen Meldewesen,Finanz Informatik,Hannover
business analyst,Business Analyst Payment / Zahlungsverkehr (m/w/d),Finanz Informatik,Frankfurt am Main
business analyst,Business Analyst für Configuration Management (m/w/d),Schwarz Digits,Neckarsulm
business analyst,Business Analyst (m/w/d) für Digitalisierung und Prozessmanagement,Ventum Consulting,München
business analyst,Business-Analyst Banking und OSPlus (m/w/d),Finanz Informatik Solutions Plus,Frankfurt am Main
business analyst,Senior IT Business Analyst (w/m/d),Capgemini,Stuttgart
business analyst,Business Analyst - Internationales Schadenumfeld (m/w/d),Hays Professional Solutions GmbH,Hannover
business analyst,"IT- Business Analyst (m/w/d), Zentrale",Bartels-Langness Handelsgesellschaft mbH & Co. KG,Kiel
business analyst,Business Analyst mit Aufgaben im Projektmanagement (m/w/d),parcIT GmbH,Köln
business analyst,Junior IT-Business Analyst (m/w/d),SOMI Group,Frankfurt am Main
business analyst,Business Analyst Customer Intelligence (m/w/d),Lange Uhren GmbH,"Glashütte, Sachsen"
business analyst,IT Business Analyst Warenwirtschaft im Stationary Retail (m/w/d),REWE digital GmbH,Köln
business analyst,Senior IT Business Analyst Insurance (m/w/d),tech11 GmbH,München
business analyst,Business Analyst (m/w/d) Service Now mobile Apps,Dirk Rossmann GmbH,Burgwedel
business analyst,IT Business Analyst (d/m/w) SAP CML,Landwirtschaftliche Rentenbank,Frankfurt am Main
business analyst,Business Analyst (m/w/d) - Schwerpunkt Web Technologien,SimonsVoss Technologies GmbH,Unterföhring
business analyst,Business Analyst (m/w/d) Lebensversicherung Endkundenapplikationen,R+V Allgemeine Versicherung AG,Wiesbaden
business analyst,Bankfachlicher Product Owner/Business Analyst (m/w/d),Atruvia AG,"Münster, Westfalen"
business analyst,Business Analyst (m/w/d) EE Krankenhaus,AOK Systems GmbH,Frankfurt am Main
business analyst,Business Analyst / Berater (m/w/d) im Privatkundenmanagement,AOK Systems GmbH,Frankfurt am Main
business analyst,Business Analyst Girocard Autorisierung (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover
business analyst,Business Analyst (m/w/d) Finance,jobtimum GmbH Personalvermittlung,Bremen
business analyst,Business Analyst für die Entwicklung integrierter Wertp ...,Finanz Informatik GmbH & Co. KG,Hannover
business analyst,Controlling Business Analyst (m/w/d) Vertriebscontrolling,DGL Services GmbH,Dortmund
business analyst,Controlling Business Analyst (m/w/d) Vertriebscontrolling,DGL Services GmbH,Lingen (Ems)
business analyst,Business Analyst (m/w/d) Online Accounting,Wolters Kluwer Tax & Accountin g Deutschland GmbH,"Ludwigsburg, Württemberg"
business analyst,Business Analyst (m/w/d),MSM Walsrode GmbH & Co. KG,Walsrode
business analyst,Business Analyst (m/w/d) Schwerpunkt logistisches Standortcontrolling,DGL Services GmbH,Lingen (Ems)
business analyst,Business Analyst (m/w/d) Schwerpunkt logistisches Standortcontrolling,DGL Services GmbH,Geesthacht
business analyst,Business Analyst (m/w/d) Schwerpunkt logistisches Standortcontrolling,DGL Services GmbH,Dortmund
business analyst,Business Analyst:in (w/m/d) für Windkraft- und Photovoltaikanlagen - Remote,node.energy GmbH,Frankfurt am Main
business analyst,Business Analyst / Implementation Coordinator (m/f/d)*,Münchener Rückversicherungs AG,München
business analyst,(Senior-) BI Business Analyst:in (w/m/d),IBYKUS AG für Informationstechnologie,Erfurt
business analyst,Business Analyst OSPlus Versicherungsprozesse (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt am Main
business analyst,Business Analyst (m/w/d) - Finanz Informatik,Finanz Informatik GmbH & Co. KG,Frankfurt am Main
business analyst,Senior Business Analyst Versicherung  (w|m|d),ADAC Versicherung AG,München
business analyst,IT Business Analyst - Kontoführung Kernbanksystem (w/m/d),Aareal Bank AG,Wiesbaden
business analyst,Business Analyst Girocard Autorisierung (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt am Main
business analyst,Business Analyst (m/w/d) - Finanz Informatik,Finanz Informatik GmbH & Co. KG,Frankfurt am Main
business analyst,Senior Business Analyst:in im Consulting,viadee Unternehmensberatung AG,"Münster, Westfalen"
business analyst,Business Analyst (m/w/d) ServiceNow für ITSM,Dirk Rossmann GmbH,Burgwedel
business analyst,Praktikum Business Analyst,Deutsche Telekom AG,Berlin
business analyst,Business Analyst (all gender),ALTEN Consulting Services GmbH,Hamburg
business analyst,Projektmanager/Business Analyst (m/w/d) Schwerpunkt Reporting,Dirk Rossmann GmbH,Burgwedel
business analyst,"Business Analyst (m/w/d) - ID: 151, Fürth",SINTEC Informatik GmbH,"Fürth, Bayern"
business analyst,Business Analyst (m/w/d) – Finance / Tax / Process,digatus personal GmbH,Erlangen
business analyst,Business Analyst – Banking & Regulatory Reporting (w/m/d),Lucke EDV GmbH,Karl
business analyst,Controller Business Analyst (m/w/d),HAIX Schuhe Produktions & Vertriebs GmbH,Mainburg
business analyst,IT Business Analyst - Salesforce / Automation (m/w/d),Workwise GmbH,Pforzheim
business analyst,Business Analyst Expert Digitale Identitäten (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt am Main
business analyst,Business Analyst (m/w/d) – Finance / Tax / Process,digatus personal GmbH,Berlin
business analyst,Business Analyst (m/w/d) Digitalisierung mit Schwerpunkt Finanzbuchhaltung,KKH Kaufmännische Krankenkasse,Hannover
business analyst,Business Analyst/in (m/w/d) Schwerpunkt: Cost Analytics & Planning,ZOLL CMS GmbH,Köln
business analyst,Wirtschaftsinformatiker als Business Analyst MES (m/w/d),akut... Kompetente Lösungen GmbH,Biberach an der Riß
business analyst,Business-Analyst (m/w/d) im Umfeld Beratungsprozesse - A ...,Finanz Informatik GmbH & Co. KG,Hannover
business analyst,Sozialversicherungsfachangestellte als Business Analyst (m/w/d) Schwerpunkt Privatkundenmanagement,AOK Systems GmbH,Frankfurt am Main
business analyst,Business Analyst Energiewirtschaft / MAKO-Prozesse (m/w/d),DTM Elite Consulting GmbH,Frankfurt am Main
business analyst,Business Analyst (m/w/d) – Finance / Tax / Process,digatus personal GmbH,Stuttgart
business analyst,Business Analyst CRM (gn) Vollzeit/Teilzeit (hybrid),DKV Euro Service GmbH + Co.KG,Ratingen
business analyst,Senior Business Analyst - UX Engineer (w|m|d),ADAC Versicherung AG,München
business analyst,IT Business Analyst Document Services (m/w/d),Finanz Informatik,"Münster, Westfalen"
business analyst,IT Business Analyst Archive Services (m/w/d),Finanz Informatik,"Münster, Westfalen"
business analyst,IT Business Analyst (m/w/d) Kundendaten und Vertriebssysteme,LVM Versicherung,"Münster, Westfalen"
business analyst,IT Business Analyst (m/w/d),WeMatch.,Freiburg im Breisgau
business analyst,Business Analyst / Consultant QM Systems (m/w/d),HOMANN Feinkost GmbH,Bad Essen
business analyst,(Junior) Business Analyst (m/w/d),Hansefit GmbH,Bremen
business analyst,Business Analyst Risikokreditbearbeitung (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt am Main
business analyst,Senior Business Analyst (m/f/d) Payments,equensWorldline SE Germany,Frankfurt am Main
business analyst,Business Analyst / IT-Prozessmanager (m/w/d) – Digitalisierung & KI,VOLTARIS GmbH,Merzig
business analyst,Senior Technical Business Analyst (m/f/d),Riverty Group GmbH,Berlin
business analyst,IT Business Analyst (all genders),BSI,Düsseldorf
business analyst,Business Analyst / Prozessexperte für Lebens- und Rentenversicherung (m/w/d),Stuttgarter Versicherung,Stuttgart
business analyst,Business Analyst Generative Artificial Intelligence (m/w/d),Finanz Informatik,Frankfurt am Main
business analyst,Business Analyst Generative Artificial Intelligence (m/w/d),Finanz Informatik,Hannover
business analyst,Business Analyst für die Entwicklung integrierter Wertpapierpartnerprozesse (m/w/d),Finanz Informatik,"Münster, Westfalen"
business analyst,Business Analyst Expert Digitale Identitäten (m/w/d),Finanz Informatik,Hannover
business analyst,Business-Analyst (m/w/d) im Umfeld Beratungsprozesse - Absicherung,Finanz Informatik,Frankfurt am Main
business analyst,Business Analyst Wertpapierabwicklung – Konditionen & Prozesse (m/w/d),Deutsche WertpapierService Bank AG,Frankfurt am Main
business analyst,ERP Application Specialist / Business Analyst (m/w/d),AMARI Metall Deutschland GmbH & Co. KG,Wakendorf II
business analyst,Financial Business Analyst BI & Controlling  (m/w/d),Toolport GmbH,Norderstedt
business analyst,Changemanager & Organisationsentwickler (w/m/d),Schwarz Produktion Stiftung & Co. KG,"Weißenfels, Saale"
business analyst,Senior SAP FI/CO Business Analyst (m/w/d),AMADEUS FIRE AG,Köln
business analyst,Business Analyst Generative Artificial Intelligence (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover
business analyst,Business Analyst (m/w/d) businessplus,kfzteile24,Langula
business analyst,Referent Strategie & Controlling / Business Analyst (w/m/d),Actemium Cegelec West GmbH,Frankfurt am Main
business analyst,Werkstudierende (m/w/d) Business Analyst,Finanz Informatik GmbH & Co. KG,"Münster, Westfalen"
business analyst,Business Analystin für Infrastrukturprojekte & Gleichstromleitungen (m/w/d) 10823,50Hertz Transmission GmbH AD Berlin,Berlin
business analyst,Business Analyst (m/w/d) Lebensversicherung Systeme und Schnittstellen,R+V Allgemeine Versicherung AG,Wiesbaden
business analyst,(Junior) Business Analyst Versicherungssoftware Commission (all genders),msg nexinsure ag,Köln
business analyst,IT Business Analyst Document Services (m/w/d),Finanz Informatik GmbH & Co. KG,"Münster, Westfalen"
business analyst,Senior Business Analyst Wertpapierservice (m/w/d),Landesbank Baden-Württemberg ADöR,Stuttgart
business analyst,Business Analyst im Bereich ERP & Eco Systeme (m/w/d),SimonsVoss Technologies GmbH,Unterföhring
business analyst,Business Analyst Analytical Software (m/w/d),Roche Diagnostics GmbH,Penzberg
business analyst,Business Analyst OSPlus Versicherungsprozesse (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover
business analyst,Business Analyst Supplier Operations (gn) Vollzeit/Teilzeit (hybrid),DKV Euro Service GmbH + Co.KG,Ratingen
business analyst,Senior Business Analyst / Prozessmanager / Projektleiter (m/w/d),HanseMerkur,Hamburg
business analyst,Business Analyst THINC (m/w/d),Investitions- und Förderbank Niedersachsen - NBank,Hannover
business analyst,Sales Manager / Business Analyst (m/w/d),Kandelium GmbH,Bad Hönningen
business analyst,IT Business Analyst Document Services (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt am Main
business analyst,Business Analyst für die Entwicklung integrierter Wertpapierpartnerprozesse (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover
business analyst,Senior IT Business Analyst (m/w/d),AMADEUS FIRE AG,Köln
business analyst,Business Analyst Generative Artificial Intelligence (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover
business analyst,"Wir suchen Business Analysten (m,w,d) größtenteils remote",DTM Elite Consulting GmbH,Frankfurt am Main
business analyst,IT SAP FICO Business Analyst (m/w/d),TK Elevator GmbH,Neuhausen auf den Fildern
business analyst,IT Business Analyst Archive Services (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt am Main
business analyst,Business Analyst Payment Check-Out Lösungen (m/w/d),Finanz Informatik,"Münster, Westfalen"
business analyst,Business Analyst Generative Artificial Intelligence (m/w/d),Finanz Informatik GmbH & Co. KG,"Münster, Westfalen"
business analyst,Business Analyst – Digital Services (m/w/d) Voll- o. Teilzeit,Techem,"Eschborn, Taunus"
business analyst,Business Analyst Firmenkunden (m/w/d),Finanz Informatik GmbH & Co. KG,"Münster, Westfalen"
business analyst,"Senior Business Analyst / Prozessmanager / Projektleiter (m/w/d), Hauptverwaltung",HanseMerkur Krankenversicherung AG,Hamburg
business analyst,IT-Business Analyst / Feature-Engineer Conversational AI (w/m/d),ING Deutschland,Frankfurt am Main
business analyst,Business Analyst (m/w/d) - Cyber Advisory / Compliance,EWERK,Leipzig
business analyst,Sozialversicherungsfachangestelle (m/w/d) als Business Analysten,AOK Systems GmbH,Bonn
business analyst,Business Analyst Financial Systems (m/w/d),AIDA Cruises,Rostock
business analyst,IT Business Analyst (m/w/d) – CRM-System (Salesforce),R+V Allgemeine Versicherung AG,Wiesbaden
business analyst,IT Business Analyst für das Produkt Kasse/POS,REWE digital GmbH,Köln
business analyst,Business Analyst - Configuration Management (d/f/m),Airbus Operations GmbH Werk Bremen,Hamburg
business analyst,Business Analyst (m/w/d) Commerzbank Kundencenter,Commerz Direktservice GmbH,Duisburg
business analyst,Business Analyst (m/w/d) AI Contact Center,SIGNAL IDUNA Krankenversicherung a. G.,Dortmund
business analyst,IT Business Analyst Archive Services (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt am Main
business analyst,Business Analyst / Consultant Cloud Integration (m/w/d),Deloitte GmbH,Berlin
business analyst,"Business Analyst (m/w/d), INIT - Karlsruhe","INIT Innovative Informatikanwendungen in Transport-, Verkehrs- und Leitsystemen GmbH","Karlsruhe, Baden"
business analyst,IT Business Analyst (m/w/d) ♦♦ VZ • flexible AZ • ab 52.000€ / Jahr ♦♦,PAM - Personal- und Auftragsma nagement,Barleben
business analyst,Business Analyst (w/m/d) im Regulatorischen Reporting,Frankfurter Sparkasse,Frankfurt am Main
business analyst,IT Business Analyst Payments (w/m/d),Aareal Bank AG,Wiesbaden
business analyst,Business Analyst - Finance & Strategy (m/w/d),INTERPRINT GmbH,"Arnsberg, Westfalen"
business analyst,"Business Analyst Capital Management (m/w/d) / Schwerpunkt Forecasting & Pla..., Garching bei München",Deutsche Pfandbriefbank AG,Garching bei München
business analyst,Business Analyst Payment Check-Out Lösungen (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt am Main
business analyst,Business Analyst (m/w/d) HR Digital,Dirk Rossmann GmbH,Burgwedel
business analyst,IT Business Analyst / IT Consultant (m/w/d),DIS AG Germany,"Heddesheim, Baden"
business analyst,Business Analyst Eigenhandel - Schwerpunkt Fondszerlegung in SimCorp Dimension (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover
business analyst,Business Analyst Payment Check-Out Lösungen (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover
business analyst,IT Business Analyst Production (m/w/d),Liebherr-EMtec GmbH,Kirchdorf an der Iller
business analyst,Business Analyst (w/m/d) Digitale Systeme am Standort Düsseldorf,Kassenärztliche Vereinigung Nordrhein,Düsseldorf
business analyst,Business Analyst SAP Controlling (m/w/d) - Teilzeit (20h),Lorenz Personal GmbH   Co. KG,"Nürnberg, Mittelfranken"
business analyst,"IT Business Analyst (m/w/d) Vertrieb & Marketing,Hamburg,Rostock,Hanno...",IBB Institut für Berufliche Bildung AG,
business analyst,"IT Business Analyst (m/w/d) Kooperationsgeschäft & Partnernetzwerk,Hamburg,Rostock,Hanno...",IBB Institut für Berufliche Bildung AG,Dresden
business analyst,"Business Analyst Logistik (m/w/d), Vorbach",Novem Car Interior Design GmbH,"Vorbach, Oberpfalz"
business analyst,Business Analyst - Finance & Strategy (m/w/d),Saverto,Hamburg
business analyst,(Senior) Business Analyst (all genders) International (befristet),Kaufland e-commerce Services GmbH & Co. KG,Köln
business analyst,(Junior) Business Analyst:in im Consulting,viadee Unternehmensberatung AG,"Münster, Westfalen"
business analyst,SAP Business Analyst (gn) Vollzeit/Teilzeit (hybrid),DKV Mobility,Ratingen
business analyst,Business Analyst (m/w/d) SAP / Finanzen (Voll- oder Teilzeit),ROLAND Rechtsschutz Versicherungs-AG ( KÖLN ),Köln
business analyst,Business Analyst (m/w/d) - Fokus D365 Finance & Supply Chain,AMADEUS FIRE AG,Düsseldorf
business analyst,Business Analyst MES | M/W/D - Referenz 001031,consult16 GmbH,Biberach an der Riß
business analyst,Business Analyst Steuerliche Themen (m/w/d) | COBKOS,Atruvia AG,"Münster, Westfalen"
business analyst,Business Analyst - IT Komposit zentrale Themen (all genders),Provinzial,Düsseldorf
business analyst,Business Analyst in IT-Projekten (w|m|d),BridgingIT GmbH,Berlin
business analyst,Business Analyst / Consultant Enterprise Performance Management (m/w/d),Deloitte GmbH,Berlin
business analyst,Jun. Experten/Referenten „Business Analyst für Analytics Anwendungen“  (m/w/d),Deutsche Post AG Zentrale,Bonn
business analyst,(Senior) Consultant SAP Business Analyst (all genders),QUANTO Solutions,"Heidelberg, Neckar"
business analyst,Change Consultant / Organisationsentwickler:in,sprintfish communications GmbH & Co. KG,Lauf an der Pegnitz
business analyst,IT Business Analyst (gn) - Production,The Quality Group Gmbh,Langula
business analyst,Business & Market Analyst Manager (m/w/d),PHOENIX Pharmahandel GmbH & Co. KG,Hanau
business analyst,Business Analyst SAP CML & Banking Prozesse (m/w/d) im Team Core Banking,ITGAIN Consulting,Düsseldorf
business analyst,SAP Business Analyst (gn) Vollzeit/Teilzeit (hybrid),DKV Euro Service GmbH + Co.KG,Ratingen
business analyst,Business Analyst Datenmanagement - Schwerpunkt Datenqualitätsmanagement (m/w/d),Investitions- und Förderbank Niedersachsen - NBank,Hannover
business analyst,"Business Analyst Capital Management (m/w/d) / Schwerpunkt Reporting & Analyse, Garching bei München",Deutsche Pfandbriefbank AG,Garching bei München
business analyst,Business Analyst (m/w/d) SimCorp Dimension (SCD) - Wertpapier- und Finanzprozesse,Deutsche WertpapierService Bank AG,Düsseldorf
business analyst,Business Analyst KI-Projekte und KI-Agenten (w|m|d),BridgingIT GmbH,Frankfurt am Main
business analyst,Senior Business Analyst*in (m/w/d/-) - congstar GmbH,Deutsche Telekom AG,Bonn
business analyst,IT Business Analyst Document Services (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt am Main
business analyst,IT Business Analyst Archive Services (m/w/d),Finanz Informatik GmbH & Co. KG,"Münster, Westfalen"
business analyst,Business Analyst / Product Owner (m/w/d) OTC - Produktmanagement,Lucht Probst Associates GmbH,Frankfurt am Main
business analyst,Organisationsentwickler - Bankwesen / IT-Prozesse (m/w/d),Workwise GmbH,Burgthann
business analyst,Business Analyst Prozesse und Steuerung (w/m/d) Projekt Umsetzung Annex VII,Guldberg GmbH,Frankfurt am Main
business analyst,Sachbearbeiter / Business Analyst Bestellwesen/Logistik und Vermögensrechnung (m/w/d),Sächsisches Staatsministerium der Finanzen,Dresden
business analyst,CENDAS GmbH: Business Analyst / (UX-)Consultant – SaaS Product (m/w/d) - full remote,CENDAS GmbH,Frankfurt am Main
business analyst,Junior Business Controller/ Business Analyst/ Sales and Logistics Analyst (m/w/d),CHEFS CULINAR Nord-Ost GmbH & Co. KG,"Neubrandenburg, Mecklenburg"
business analyst,IT Business Analyst SAP SD & MM (m/w/d),Lange Uhren GmbH,"Glashütte, Sachsen"
business analyst,Business Controller / Business Analyst (m/w/d)*,Cobalt Deutschland,Ratingen
business analyst,Digital SAP Business Analyst - Quality (QM) (d/f/m),Airbus Operations GmbH Werk Bremen,Hamburg
business analyst,Business Controller / Analyst (m/w/d),Michael Page GmbH,Miesbach
business analyst,(Junior) Business-Analyst (m/w/d) für die Bereiche Zahlungsverkehr und Wertpapierservice,DPS Holding,Stuttgart
business analyst,Business Analyst (all genders) Toll Tribe,UNION TANK Eckstein GmbH & Co. KG,Kleinostheim
business analyst,Cyber Analyst (m/w/d),Bundespolizeipräsidium,"Rosenheim, Oberbayern"
business analyst,Business Analyst Payment Check-Out Lösungen (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt am Main
business analyst,Business Performance Analyst (m/w/d) AIRBUS,"Orizon GmbH, Unit Aviation",Donauwörth
business analyst,Analyst (m/w/d)*,Cobalt Deutschland,Tübingen
business analyst,Junior AFC Analyst (m/w/d),Hays Professional Solutions GmbH,Köln
business analyst,IT-Business Analyst / Feature-Engineer Conversational AI (w/m/d),ING Deutschland,Frankfurt am Main
business analyst,Datenanalyst (m/w/d),Techniker Krankenkasse,Hamburg
business analyst,Credit Assessment Analyst / Kreditsachbearbeiter (m/w/d),Hays AG,Köln
business analyst,Quantitativer Analyst (w/m/d),parcIT GmbH,Köln
business analyst,Wirtschaftsjurist/ Rechtsanwalt (m/w/d),FINEOO Inhaber Eric Martin,Dortmund
business analyst,Prozessmanager Logistik (w/m/d),Bw Bekleidungsmanagement GmbH,Sülzetal
business analyst,Prozessmanager (m/w/d) in Vollzeit,Versorgungswerk der Landesärztekammer Hessen,Frankfurt am Main
business analyst,Technical Application Support Analyst (m/w/d),Hays Professional Solutions GmbH Standort Frankfurt,Frankfurt am Main
business analyst,IT-Business Analyst / Requirements Engineer - SAP (m/w/d),AXA Konzern AG,Köln
business analyst,SCM Analyst (w/m/d),Brunel GmbH NL Mannheim,Mannheim
business analyst,Business Analyst Banking (m|w|d) || working@mejuvante.com || 06196777170,MeJuvante GmbH,Frankfurt am Main
business analyst,Analyst Arzneimittelmarkt & Rabattverträge (m/w/d),spectrumK GmbH,"Essen, Ruhr"
business analyst,Pricing Analyst (m/w/d),CLAAS Service & Parts GmbH,Harsewinkel
business analyst,SAP MM/ PP/ EWM Business Analyst (w/m/d),Rohde & Partner,Waldshut-Tiengen
business analyst,Business Analyst Banking (m|w|d) || working@mejuvante.com || 06196777170,MeJuvante GmbH,Frankfurt am Main
business analyst,Mitarbeiter Qualitätssicherung / Prozessoptimierung (m/w/d),Privatmolkerei Bechtel,"Schwarzenfeld, Oberpfalz"
business analyst,Junior Projekt- & Prozessmanager (w/m/d),Kraft-Werke GmbH,Karben
business analyst,Teamlead IT Business Analytics (m/w/d),Bartels-Langness Handelsgesellschaft mbH & Co. KG,Kiel
business analyst,Complaint Analyst (m/w/d),Brunel GmbH NL Würzburg,Würzburg
business analyst,Complaint Analyst (m/w/d),Brunel GmbH NL Würzburg,Würzburg
business analyst,IT-Analyst/-in (m/w/d),cronn,Bonn
business analyst,Systems Analyst (m/w/d),ERGO,Düsseldorf
business analyst,Software Analyst (m/w/d),itestra,München
business analyst,Business Controller Fernwärme (m/w/d),Stadtwerke Düsseldorf AG,Düsseldorf
business analyst,Financial Analyst (m/w/d),HEICO Holding GmbH,Wiesbaden
business analyst,Digitalisierungs- und Prozessmanager (m/w/d),Stadt Fürstenfeldbruck,Fürstenfeldbruck
business analyst,Praktikum Business Analyse (m/w/d),HUK - COBURG,Coburg
business analyst,RAM Analyst (m/w/d),Brunel GmbH NL Kiel,Kiel
business analyst,IT Business Analyst (m/w/d)  Digitale Plattformlösungen & E-Commerce,PS Direkt GmbH   Co. KG,Köln
business analyst,AI Business Analyst Künstliche Intelligenz - Öffentliche Verwaltung (all genders),Fraunhofer-Gesellschaft e.V. Zentrale München,Sankt Augustin
business analyst,Business Application Analyst (m/w/d) für SAP,HANSAINVEST -Hanseatische Investment-GmbH,Hamburg
business analyst,Digitalisierungs- und Prozessmanager (m/w/d),WiD Wohnen in Dresden GmbH & Co. KG,Dresden
business analyst,Senior Business Systems Analyst  (m/w/d),Hays Professional Solutions GmbH,Marburg
business analyst,Werkstudent Business Analytics & Operations (m/w/d),Mehnert GmbH,Erfurt
business analyst,Referent Logistikprojekte und IT-Prozessmanagement (w/m/d),Salzgitter Flachstahl GmbH,Salzgitter
business analyst,AIRBUS - Business Performance Analyst & Improver (m/w/d),DEKRA Arbeit GmbH,Donauwörth
business analyst,Business Intelligence Developer (m/w/d),Ratiodata SE,"Münster, Westfalen"
business analyst,Technical IT-Analyst (m/w/d),MID,"Nürnberg, Mittelfranken"
business analyst,Asset Management Analyst (m/w/d),Essendi Germany GmbH,München
business analyst,Praktikant Consulting (m/w/d),ENWITO GmbH,Dresden
business analyst,"Werkstudent Organisationsentwicklung und Changekommunikation (w/m/d), Hamburg",Dataport Ausbildung und Studium,Hamburg
business analyst,IT Requirements Engineer (m/w/d),FERCHAU GmbH Niederlassung Stuttgart Mobility,Stuttgart
business analyst,Financial Analyst (m/w/d),HEICO Holding GmbH,Wiesbaden
business analyst,Datenanalyst (m/w/d),Techniker Krankenkasse,Hamburg
business analyst,Requirements Engineer (m/w/d),rola Security Solutions GmbH,"Oberhausen, Rheinland"
business analyst,Analytics Engineer (m/w/d),aquilliance GmbH,Hamburg
business analyst,Kanzlei - Manager / Controller / Business Analyst / Betriebswirt (m/w/d),nowak & partner Part mbB,Dresden
business analyst,Requirements Engineer (w/m/d),Valyue Consulting,München
business analyst,Investment Analyst (m/w/d),AURELIUS Beteiligungsberatungs AG,München
business analyst,Risikoanalyst für Meldewesen (w/m/d),parcIT GmbH,Köln
business analyst,Werkstudent Kreditanalyse (m/w/d),Landeskreditbank Baden-Württemberg,"Karlsruhe, Baden"
business analyst,Business & Performance Specialist Quality / Business Partner Controlling (m/w/d),Vetter Pharma-Fertigung GmbH & Co. KG,"Ravensburg, Württemberg"
business analyst,IT Business Partner SAP (m/w/d),Rügenwalder Mühle,Bad Zwischenahn
business analyst,Senior Analyst Operationelle Risiken (m/w/d),Hays AG,Frankfurt am Main
business analyst,Projekt- und Prozessmanager (m/w/d) - Schwerpunkt Digitalisierung,Stadtwerke Weimar GmbH,"Weimar, Thüringen"
business analyst,Prozessmanager IT - End-to-End-Geschäftsprozesse & Integration (m/w/d),BRUNATA-METRONA GmbH & Co. KG,München
business analyst,Fachliche Steuerung / Prozessmanager (m/w/d) Sach-Haftpflicht Gewerbe,SIGNAL IDUNA Gruppe,Hamburg
business analyst,IT-Supply Chain Planer (m/w/d),Bartels-Langness Handels GmbH & CoKG,Kiel
business analyst,Investment Analyst / Associate (m/w/d) – Fokus: Buyouts,AURELIUS Beteiligungsberatungs AG,München
business analyst,Pricing Specialist,DUNLOP Tyre Europe GmbH,Offenbach am Main
business analyst,Werkstudent IT & Business Analytics (m/w/d),OmniCult FarmConcept GmbH,Limburg an der Lahn
business analyst,Trainee IT & Business Analytics (m/w/d),OmniCult FarmConcept GmbH,Limburg an der Lahn
business analyst,Systems Analyst - Overarching P&C (m/w/d),ERGO,Düsseldorf
business analyst,Business Intelligence Experte (m/w/d) in FESTANSTELLUNG (m/w/d),It-excelsus GmbH,Frankfurt am Main
business analyst,Requirements Engineer / Anforderungsanalyst (m/w/d),dvhaus,Oberhaching bei München
business analyst,Datenanalyst mit Schwerpunkt CRM und Prozessautomatisierung (m/w/d),migRaven,Berlin
business analyst,SW Requirements Engineer (m/w/d),Cs2 ITEC,Kiel
business analyst,Requirements Engineer - EASY (m/w/d),ERGO,Hamburg
business analyst,Bilanzanalyst (m/w/d),Knoop Personal-Service GmbH,"Mölln, Kreis Herzogtum Lauenburg"
business analyst,Supply Chain Analyst / SAP Key User (w/m/d),Brunel GmbH NL Mannheim,"Heidelberg, Neckar"
business analyst,Prozessmanager Logistik (w/m/d) Schwerpunkt SAP-Prozesse Region Nord (Niedersachsen),Bw Bekleidungsmanagement GmbH,
business analyst,Leiter Produktion - Lean Management & Prozessoptimierung Industriefertigung (m/w/d),BADER Glastechnologie GmbH,Klipphausen
